id,name,state_code,latitude,longitude
57584,Abhaneri,Rajasthan,27.00743,76.6076
57585,Abhayapuri,Assam,26.32255,90.68526
57586,Abiramam,Tamil Nadu,9.4423,78.4399
57587,Abohar,Punjab,30.14453,74.19552
57588,Abrama,Gujarat,20.85865,72.90648
57589,Achalpur,Maharashtra,21.25665,77.51006
57590,Achhnera,Uttar Pradesh,27.17826,77.75674
57591,Adalaj,Gujarat,23.16453,72.58107
57592,Adampur,Punjab,31.43224,75.71484
57593,Addanki,Andhra Pradesh,15.81061,79.97338
57594,Adirampattinam,Tamil Nadu,10.34059,79.37905
57595,Aduthurai,Tamil Nadu,11.01542,79.48093
57596,Adur,Kerala,9.15595,76.73192
57597,Afzalgarh,Uttar Pradesh,29.3937,78.67393
57598,Afzalpur,Karnataka,17.19986,76.36018
57599,Agar,Madhya Pradesh,23.71177,76.01571
57600,Agartala,Tripura,23.83605,91.27939
57601,Agra,Uttar Pradesh,27.18333,78.01667
57604,Ahmadpur,Maharashtra,18.70622,76.93731
57606,Ahmedabad,Gujarat,23.02579,72.58727
57607,Ahraura,Uttar Pradesh,25.01579,83.03294
57608,Ahwa,Gujarat,20.75718,73.68626
57609,Airoli,Maharashtra,19.15096,72.99625
57610,Aizawl,Mizoram,23.8,92.9
57611,Ajaigarh,Madhya Pradesh,24.89879,80.25921
57612,Ajitgarh,Punjab,30.65,76.7
57613,Ajjampur,Karnataka,13.72794,76.0068
57614,Ajmer,Rajasthan,26.25,74.66667
57615,Ajnala,Punjab,31.84473,74.76295
57616,Ayodhya,Uttar Pradesh,26.79909,82.2047
57617,Ajara,Maharashtra,16.11601,74.21097
57618,Akalkot,Maharashtra,17.52532,76.20611
57619,Akaltara,Chhattisgarh,22.02463,82.42641
57620,Akasahebpet,Andhra Pradesh,17.50455,82.56597
57621,Akbarpur,Uttar Pradesh,26.42953,82.53431
57622,Akhnur,Jammu and Kashmir,32.86667,74.73333
57623,Akividu,Andhra Pradesh,16.58225,81.38112
57624,Akkarampalle,Andhra Pradesh,13.65,79.42
57625,Aklera,Rajasthan,24.41288,76.56719
57626,Akodia,Madhya Pradesh,23.38027,76.59875
57627,Akola,Maharashtra,20.5,77.16667
57628,Akot,Maharashtra,21.0963,77.0588
57629,Akalgarh,Punjab,29.82074,75.89078
57630,Alagapuram,Tamil Nadu,11.88705,78.91758
57631,Alampur,Madhya Pradesh,26.02514,78.79697
57632,Aland,Karnataka,17.56425,76.56854
57633,Alandi,Maharashtra,18.67756,73.89868
57634,Alandur,Tamil Nadu,13.0025,80.20611
57635,Alanganallur,Tamil Nadu,10.04697,78.09033
57636,Alangayam,Tamil Nadu,12.62235,78.75207
57637,Alappuzha,Kerala,9.49004,76.3264
57638,Aldona,Goa,15.59337,73.87482
57639,Alirajpur,Madhya Pradesh,22.31384,74.36452
57640,Prayagraj (Allahabad),Uttar Pradesh,25.42012,81.88385
57641,Allahganj,Uttar Pradesh,27.5454,79.68715
57642,Allapalli,Maharashtra,19.43172,80.06377
57643,Almora,,29.69223,79.49789
57644,Alnavar,Karnataka,15.42727,74.74111
57645,Along,Arunachal Pradesh,28.16951,94.8006
57646,Alot,Madhya Pradesh,23.76336,75.55662
57647,Aluva,Kerala,10.10764,76.35158
57648,Alwa Tirunagari,Tamil Nadu,8.60635,77.93983
57649,Alwar,Rajasthan,27.5,76.5
57650,Alwaye,Kerala,10.10649,76.35484
57651,Alawalpur,Punjab,31.43161,75.65614
57652,Alibag,Maharashtra,18.64813,72.87579
57653,Aliganj,Uttar Pradesh,27.49358,79.17127
57654,Aligarh,Uttar Pradesh,27.83333,78.16667
57655,Alipur,Delhi,28.79862,77.13314
57656,Alur,Karnataka,12.97805,75.99094
57657,Amalner,Maharashtra,21.03983,75.05887
57658,Amalapuram,Andhra Pradesh,16.57868,82.00609
57659,Amarkantak,Madhya Pradesh,22.67486,81.75908
57660,Amarnath,Maharashtra,19.2,73.16667
57661,Amarpur,Bihar,25.03967,86.90247
57662,Amarpur,Tripura,23.5257,91.65879
57663,Amarpatan,Madhya Pradesh,24.31371,80.97703
57664,Amarwara,Madhya Pradesh,22.2978,79.16943
57665,Ambad,Maharashtra,19.61301,75.78906
57666,Ambahta,Uttar Pradesh,29.85706,77.33583
57667,Ambasamudram,Tamil Nadu,8.71068,77.4519
57668,Ambattur,Tamil Nadu,13.09818,80.16152
57669,Ambedkar Nagar,Uttar Pradesh,26.40544,82.69762
57670,Ambikapur,Chhattisgarh,23.11892,83.19537
57671,Ambur,Tamil Nadu,12.79163,78.71644
57672,Ambagarh Chauki,Chhattisgarh,20.77644,80.74608
57673,Ambah,Madhya Pradesh,26.70423,78.22678
57674,Ambajogai,Maharashtra,18.73312,76.38616
57675,Ambala,Haryana,30.32854,76.9422
57676,Amet,Rajasthan,25.30609,73.9258
57677,Amethi,Uttar Pradesh,28.01667,81.05
57679,Amguri,Assam,26.81482,94.52614
57680,Amla,Madhya Pradesh,21.92485,78.12786
57681,Amloh,Punjab,30.60837,76.23199
57682,Ammapettai,Tamil Nadu,10.79476,79.31986
57683,Amod,Gujarat,21.99317,72.87047
57685,Amreli,Gujarat,21.50789,71.18323
57686,Amritsar,Punjab,31.67,74.84
57687,Amroha,Uttar Pradesh,28.90314,78.46984
57688,Amroli,Gujarat,21.25084,72.83878
57689,Amravati,Maharashtra,20.93333,77.75
57690,Amudalavalasa,Andhra Pradesh,18.41025,83.90295
57691,Amanganj,Madhya Pradesh,24.42664,80.03579
57692,Amanpur,Uttar Pradesh,27.71222,78.73788
57693,Anakapalle,Andhra Pradesh,17.69134,83.00395
57694,Anamalais,Tamil Nadu,10.58303,76.93441
57695,Anand,Gujarat,22.4,72.75
57696,Anandnagar,Uttar Pradesh,27.10062,83.27156
57697,Anandpur Sahib,Punjab,31.23926,76.50253
57698,Anantapur,Andhra Pradesh,14.55,77.41667
57699,Anantnag,Jammu and Kashmir,33.73068,75.15418
57701,Andol,Telangana,17.81458,78.07713
57702,Anekal,Karnataka,12.7111,77.69557
57703,Angamali,Kerala,10.19055,76.38789
57704,Angul,Odisha,20.84089,85.10192
57705,Angul District,Odisha,20.84903,85.06079
57706,Anjad,Madhya Pradesh,22.04171,75.05519
57707,Anjangaon,Maharashtra,21.16516,77.3091
57708,Anjaw,Arunachal Pradesh,28.06549,96.82878
57709,Anjar,Gujarat,23.11316,70.02671
57710,Ankleshwar,Gujarat,21.63236,72.99001
57711,Ankola,Karnataka,14.66049,74.3047
57712,Annavasal,Tamil Nadu,10.4606,78.70029
57713,Annigeri,Karnataka,15.42513,75.4335
57714,Annur,Tamil Nadu,11.23616,77.10514
57715,Annamalainagar,Tamil Nadu,11.4,79.73333
57716,Anshing,Maharashtra,20.0409,77.31501
57717,Anta,Rajasthan,25.15,76.3
57718,Anthiyur,Tamil Nadu,11.57506,77.59043
57719,Antri,Madhya Pradesh,26.05804,78.21027
57720,Antu,Uttar Pradesh,26.05654,81.90267
57721,Anuppur,Madhya Pradesh,23.05674,81.68399
57722,Anupgarh,Rajasthan,29.19111,73.20861
57724,Anupshahr,Uttar Pradesh,28.35748,78.26914
57725,Aonla,Uttar Pradesh,28.27402,79.16521
57726,Arakkonam,Tamil Nadu,13.08449,79.67053
57727,Arambol,Goa,15.68681,73.70449
57728,Arang,Chhattisgarh,21.19639,81.96912
57729,Arantangi,Tamil Nadu,10.17235,78.99118
57730,Araria,Bihar,26.2,87.4
57731,Arcot,Tamil Nadu,12.90569,79.31897
57732,Arimalam,Tamil Nadu,10.25498,78.88403
57733,Ariyalur,Tamil Nadu,11.15,79.25
57735,Arkalgud,Karnataka,12.76171,76.06035
57736,Arki,Himachal Pradesh,31.15196,76.96675
57737,Arni,Tamil Nadu,12.66771,79.28529
57738,Aroor,Kerala,9.8694,76.30498
57739,Arrah,Bihar,25.55629,84.66335
57740,Arsikere,Karnataka,13.31446,76.25704
57741,Artist Village,Maharashtra,19.03227,73.04276
57742,Arukutti,Kerala,9.86667,76.35
57743,Arumbavur,Tamil Nadu,11.38096,78.72965
57744,Arumuganeri,Tamil Nadu,8.5688,78.09091
57745,Aruppukkottai,Tamil Nadu,9.5096,78.09588
57746,Aruvankad,Tamil Nadu,11.36315,76.7579
57747,Arwal,Bihar,25.16158,84.6904
57749,Asarganj,Bihar,25.15046,86.68639
57750,Ashoknagar,Madhya Pradesh,24.58,77.73
57751,Ashta,Maharashtra,16.94943,74.40936
57752,Ashta,Madhya Pradesh,23.01754,76.72208
57753,Ashti,Maharashtra,19.37671,76.2252
57754,Asifabad,Telangana,19.35851,79.28415
57755,Atarra,Uttar Pradesh,25.28618,80.57155
57756,Ateli Mandi,Haryana,28.1008,76.2598
57757,Athni,Karnataka,16.72613,75.06421
57758,Atmakur,Andhra Pradesh,15.88109,78.58704
57759,Atraulia,Uttar Pradesh,26.3333,82.94727
57760,Atrauli,Uttar Pradesh,28.02964,78.28571
57761,Attili,Andhra Pradesh,16.7,81.6
57762,Attingal,Kerala,8.69609,76.81507
57763,Attur,Tamil Nadu,11.59414,78.60143
57764,Auraiya,Uttar Pradesh,26.64692,79.42858
57765,Aurangabad,Maharashtra,19.88467,75.33986
57766,Aurangabad,Bihar,24.75204,84.3742
57767,Auroville,Tamil Nadu,12.00549,79.80885
57768,Aurad,Karnataka,18.25397,77.41761
57769,Auras,Uttar Pradesh,26.91414,80.50792
57770,Ausa,Maharashtra,18.24728,76.4993
57771,Avanigadda,Andhra Pradesh,16.02148,80.91808
57772,Avanoor,Kerala,10.60826,76.1762
57773,Avinashi,Tamil Nadu,11.19297,77.26865
57774,Awantipur,Jammu and Kashmir,33.91978,75.01515
57775,Ayakudi,Tamil Nadu,10.44992,77.55198
57776,Ayyampettai,Tamil Nadu,10.90141,79.17984
57777,Azamgarh,Uttar Pradesh,26.06832,83.18358
57778,Azhikkal,Kerala,11.91524,75.34761
57779,Baberu,Uttar Pradesh,25.54711,80.70443
57780,Babrala,Uttar Pradesh,28.26419,78.4056
57781,Babugarh,Uttar Pradesh,28.72353,77.84677
57782,Babina,Uttar Pradesh,25.23947,78.47028
57783,Bachhraon,Uttar Pradesh,28.92694,78.23456
57784,Bachhrawan,Uttar Pradesh,26.4709,81.1158
57785,Bada Barabil,Odisha,22.11186,85.38684
57786,Vatakara,Kerala,11.59776,75.58142
57787,Badarpur,Assam,24.86852,92.59606
57788,Badarwas,Madhya Pradesh,24.97516,77.5649
57789,Baddi,Himachal Pradesh,30.95783,76.79136
57790,Badgam,Jammu and Kashmir,33.89001,74.66297
57791,Badhni Kalan,Punjab,30.6813,75.29087
57792,Badlapur,Maharashtra,19.15516,73.26553
57793,Badnawar,Madhya Pradesh,23.02181,75.23268
57794,Badvel,Andhra Pradesh,14.7451,79.06288
57795,Baga,Goa,15.56517,73.75517
57796,Bagaha,Bihar,27.09918,84.09003
57797,Bagalkot,Karnataka,16.18,75.69
57798,Bagar,Rajasthan,28.18784,75.50012
57799,Bagasra,Gujarat,21.48719,70.95516
57800,Bageshwar,,29.97315,79.83224
57801,Baghpat,Uttar Pradesh,28.95,77.2167
57802,Bagra,Jharkhand,23.73333,86.31667
57803,Baheri,Uttar Pradesh,28.77416,79.4974
57804,Bahjoi,Uttar Pradesh,28.39502,78.62659
57805,Bahraich,Uttar Pradesh,27.80021,81.51855
57806,Bahraigh,Uttar Pradesh,27.57429,81.59474
57807,Bahsuma,Uttar Pradesh,29.20063,77.97221
57808,Bahua,Uttar Pradesh,25.83942,80.62255
57809,Bahadurganj,Bihar,26.26172,87.82443
57810,Bahadurgarh,Haryana,28.69287,76.93555
57811,Baihar,Madhya Pradesh,22.10133,80.54967
57812,Baikunthpur,Chhattisgarh,23.26206,82.56051
57813,Baikunthpur,Madhya Pradesh,24.72768,81.40975
57814,Bail-Hongal,Karnataka,15.8137,74.85895
57815,Bairagnia,Bihar,26.74063,85.27323
57816,Baisi,Bihar,25.86302,87.74487
57817,Bakewar,Uttar Pradesh,26.66226,79.17625
57818,Bakhtiyarpur,Bihar,25.46179,85.53179
57819,Bakloh,Punjab,32.47939,75.91874
57820,Baksa,Assam,26.69804,91.15142
57821,Bakshwaha,Madhya Pradesh,24.25106,79.28618
57822,Bakani,Rajasthan,24.28624,76.23709
57823,Balasore,Odisha,21.49266,86.93348
57824,Baldeogarh,Madhya Pradesh,24.75619,79.06715
57825,Baldev,Uttar Pradesh,27.40684,77.82214
57826,Balimila,Odisha,18.25167,82.10659
57827,Ballari,Karnataka,15.15,76.55
57828,Ballia,Uttar Pradesh,25.83333,84.16667
57829,Ballalpur,Maharashtra,19.84696,79.34578
57830,Balod,Chhattisgarh,20.73081,81.20578
57831,Baloda,Chhattisgarh,22.1389,82.48171
57832,Baloda Bazar,Chhattisgarh,21.65678,82.16062
57833,Balrampur,Uttar Pradesh,27.43449,82.40281
57835,Balangir,Odisha,20.75,83.25
57836,Bambolim,Goa,15.46361,73.8531
57837,Bamboo Flat,Andaman and Nicobar Islands,11.7,92.71667
57838,Bamna,Madhya Pradesh,23.09454,74.76164
57839,Bamora,Madhya Pradesh,24.05539,78.08925
57840,Banat,Uttar Pradesh,29.46355,77.35478
57841,Banbasa,Uttar Pradesh,28.99132,80.07608
57842,Banda,Madhya Pradesh,24.04488,78.96094
57843,Bandipore,Jammu and Kashmir,34.50404,74.82832
57845,Bandora,Goa,15.40823,73.98129
57846,Banga,Punjab,31.18874,75.99495
57847,Bangalore Rural,Karnataka,13.22567,77.57501
57848,Bangalore Urban,Karnataka,13.0,77.58333
57849,Banganapalle,Andhra Pradesh,15.31771,78.22669
57850,Bangaon,Bihar,25.86728,86.51152
57851,Bangarapet,Karnataka,12.99116,78.17804
57852,Banihal,Jammu and Kashmir,33.43647,75.19684
57853,Banjar,Himachal Pradesh,31.639,77.34055
57854,Banka,Bihar,24.89214,86.98425
57855,Banmankhi,Bihar,25.88857,87.19421
57856,Bannur,Karnataka,12.33295,76.86201
57857,Bantval,Karnataka,12.8905,75.03489
57858,Banas Kantha,Gujarat,24.25,72.5
57859,Banur,Punjab,30.55407,76.71948
57860,Bar Bigha,Bihar,25.21855,85.7332
57861,Bara Uchana,Haryana,29.46747,76.17798
57862,Baragarh,Odisha,21.33333,83.61667
57863,Baran,Rajasthan,25.09,76.66
57864,Barauli,Bihar,26.38109,84.58648
57865,Baraut,Uttar Pradesh,29.10199,77.26334
57866,Barbil,Odisha,22.10194,85.37752
57867,Bareilly,Uttar Pradesh,28.41667,79.38333
57868,Barela,Madhya Pradesh,23.09678,80.05084
57869,Bargarh,Odisha,21.33348,83.61905
57870,Barghat,Madhya Pradesh,22.03065,79.7328
57871,Bargi,Madhya Pradesh,22.99138,79.8755
57872,Barhi,Madhya Pradesh,23.90326,80.81516
57873,Barhiya,Bihar,25.28814,86.02055
57874,Bari Sadri,Rajasthan,24.41339,74.47331
57875,Bariarpur,Bihar,25.28791,86.57643
57876,Barjala,Tripura,23.6182,91.35596
57877,Barkhera Kalan,Uttar Pradesh,28.45209,79.80655
57878,Barki Saria,Jharkhand,24.17594,85.88938
57879,Barkot,,30.80861,78.20596
57880,Barka Kana,Jharkhand,23.62118,85.46748
57882,Barnala,Punjab,30.37451,75.5487
57883,Barpathar,Assam,26.28709,93.88844
57884,Barpeta,Assam,26.47104,91.0308
57885,Barpeta Road,Assam,26.50284,90.96937
57886,Barpali,Odisha,21.19005,83.58721
57887,Barsana,Uttar Pradesh,27.64802,77.3764
57888,Barwani,Madhya Pradesh,22.02485,74.91805
57889,Barwadih,Jharkhand,23.8478,84.11049
57890,Barwala,Haryana,29.36747,75.90809
57892,Baragaon,Uttar Pradesh,25.47554,78.71224
57893,Basavakalyan,Karnataka,17.87445,76.94972
57894,Basavana Bagevadi,Karnataka,16.57278,75.97252
57895,Basi,Rajasthan,26.8315,76.04856
57897,Basmat,Maharashtra,19.32872,77.15746
57898,Basna,Chhattisgarh,21.27885,82.8267
57899,Basni,Rajasthan,27.17232,73.64519
57900,Bastar,Chhattisgarh,19.26794,81.73828
57901,Basti,Uttar Pradesh,26.82816,82.77924
57903,Baswa,Rajasthan,27.14955,76.58345
57904,Bhatinda,Punjab,30.20747,74.93893
57905,Batoti,Jammu and Kashmir,33.11826,75.30889
57906,Batala,Punjab,31.80921,75.20294
57907,Baud,Odisha,20.83773,84.32618
57908,Baudh,Odisha,20.833,84.333
57909,Bawana,Delhi,28.7982,77.03431
57910,Bayana,Rajasthan,26.90791,77.28985
57911,Bedi,Gujarat,22.50143,70.04363
57912,Beed,Maharashtra,18.98921,75.75634
57913,Begamganj,Madhya Pradesh,23.59917,78.34064
57914,Begowal,Punjab,31.61152,75.52135
57915,Begusarai,Bihar,25.41853,86.13389
57917,Begun,Rajasthan,24.98333,75.0
57918,Behat,Uttar Pradesh,30.1718,77.6139
57919,Behror,Rajasthan,27.88832,76.28108
57920,Bela,Uttar Pradesh,25.92058,81.99629
57921,Belaguntha,Odisha,19.88249,84.63801
57922,Belagavi,Karnataka,16.33333,74.75
57923,Bellampalli,Telangana,19.05577,79.493
57925,Belluru,Karnataka,12.9814,76.73308
57926,Belonia,Tripura,23.25178,91.45407
57927,Belsand,Bihar,26.44365,85.40076
57928,Beltangadi,Karnataka,13.98333,75.3
57929,Belur,Tamil Nadu,11.70752,78.41437
57930,Belur,Karnataka,13.16558,75.86519
57931,Bemetara,Chhattisgarh,21.71556,81.53423
57932,Benaulim,Goa,15.26435,73.92812
57933,Bengaluru,Karnataka,12.97194,77.59369
57934,Beniganj,Uttar Pradesh,27.29293,80.44364
57935,Beohari,Madhya Pradesh,24.02423,81.37831
57936,Berasia,Madhya Pradesh,23.63134,77.43351
57937,Beri Khas,Haryana,28.70146,76.57708
57938,Beswan,Uttar Pradesh,27.63792,77.88019
57939,Betamcherla,Andhra Pradesh,15.45144,78.14797
57940,Betma,Madhya Pradesh,22.68653,75.61456
57941,Bettiah,Bihar,26.80229,84.50311
57942,Betul,Madhya Pradesh,21.83333,77.83333
57943,Betul Bazar,Madhya Pradesh,21.85572,77.92913
57944,Bewar,Uttar Pradesh,27.21869,79.29761
57945,Beypore,Kerala,11.17151,75.80611
57946,Beawar,Rajasthan,26.10119,74.32028
57947,Bhabhua,Bihar,25.04049,83.60749
57948,Bhachau,Gujarat,23.29858,70.34279
57949,Bhadarwah,Jammu and Kashmir,32.97941,75.71723
57950,Bhadaur,Punjab,30.47651,75.33049
57951,Bhadohi,Uttar Pradesh,25.39526,82.5703
57952,Bhadradri Kothagudem,Telangana,17.5546,80.61976
57953,Bhadrak,Odisha,21.0,86.6
57954,Bhadrakh,Odisha,21.05447,86.5156
57955,Bhadrachalam,Telangana,17.66846,80.88887
57956,Bhadravati,Karnataka,13.84846,75.70502
57957,Bhagirathpur,Bihar,26.2695,86.06346
57958,Bhagwantnagar,Uttar Pradesh,26.22383,80.7575
57959,Bhainsdehi,Madhya Pradesh,21.64491,77.63023
57960,Bhaisa,Telangana,19.11285,77.96336
57961,Bhandara,Maharashtra,21.18333,80.0
57963,Bhanjanagar,Odisha,19.92719,84.58201
57964,Bharatpur,Rajasthan,27.21,77.29
57965,Bharthana,Uttar Pradesh,26.75231,79.2218
57966,Bharwari,Uttar Pradesh,25.56078,81.49164
57967,Bharuch,Gujarat,21.69482,72.9805
57968,Bhasawar,Rajasthan,27.03895,77.04849
57969,Bhatgaon,Chhattisgarh,21.15,81.7
57970,Bhatkal,Karnataka,13.98534,74.55531
57971,Bhattiprolu,Andhra Pradesh,16.1026,80.78074
57972,Bhavnagar,Gujarat,21.76287,72.15331
57973,Bhavani,Tamil Nadu,11.44553,77.68215
57974,Bhawanipur,Bihar,26.45352,87.02744
57975,Bhawaniganj,Madhya Pradesh,24.41582,75.83552
57976,Bhawanipatna,Odisha,19.90717,83.16697
57977,Bhawanigarh,Punjab,30.26685,76.03854
57978,Bhayandar,Maharashtra,19.30157,72.85107
57979,Bhigvan,Maharashtra,18.3007,74.76701
57980,Bhikangaon,Madhya Pradesh,21.86764,75.96391
57981,Bhilai,Chhattisgarh,21.20919,81.4285
57982,Bhind,Madhya Pradesh,26.5,78.75
57983,Bhindar,Rajasthan,24.50235,74.18551
57984,Bhinga,Uttar Pradesh,27.70283,81.9343
57985,Bhitarwar,Madhya Pradesh,25.79216,78.11085
57986,Bhiwadi,Rajasthan,28.21024,76.86056
57987,Bhiwandi,Maharashtra,19.30023,73.05881
57988,Bhiwani,Haryana,28.75,76.16667
57990,Bhogpur,Punjab,31.55442,75.64271
57991,Bhojpur,Bihar,25.30886,84.44504
57992,Bhojudih,Jharkhand,23.63962,86.44105
57993,Bhongaon,Uttar Pradesh,27.25515,79.18118
57994,Bhongir,Telangana,17.51544,78.88563
57995,Bhopal,Madhya Pradesh,23.25469,77.40289
57997,Bhor,Maharashtra,18.14861,73.84336
57998,Bhowali,,29.38985,79.50481
57999,Bhuban,Odisha,20.88197,85.83334
58000,Bhubaneswar,Odisha,20.27241,85.83385
58001,Bhudgaon,Maharashtra,16.90742,74.59954
58002,Bhuj,Gujarat,23.25397,69.66928
58004,Bhuma,Rajasthan,27.78333,74.93333
58005,Bhusaval,Maharashtra,21.04365,75.78506
58006,Bhabhra,Madhya Pradesh,22.53048,74.32846
58007,Bhadra,Rajasthan,29.10298,75.17138
58008,Bhadasar,Rajasthan,28.31457,74.28952
58009,Bhagalpur,Bihar,25.29023,87.06665
58010,Bhalki,Karnataka,18.04348,77.206
58011,Bhander,Madhya Pradesh,25.73581,78.74555
58012,Bhanpura,Madhya Pradesh,24.513,75.7469
58013,Bhanpuri,Chhattisgarh,21.0919,80.93218
58014,Bhanvad,Gujarat,21.93053,69.78081
58015,Bhatapara,Chhattisgarh,21.735,81.94711
58017,Bhayavadar,Gujarat,21.85523,70.24791
58018,Bhikhi,Punjab,30.05918,75.535
58019,Bhilwara,Rajasthan,25.5,74.75
58020,Bhim Tal,,29.34447,79.56336
58021,Bhimavaram,Andhra Pradesh,16.54078,81.52322
58022,Bhimunipatnam,Andhra Pradesh,17.89017,83.45203
58023,Bhinmal,Rajasthan,24.99944,72.27141
58024,Bhoom,Maharashtra,18.45908,75.65877
58025,Biaora,Madhya Pradesh,23.9205,76.91074
58027,Bidhuna,Uttar Pradesh,26.80172,79.50829
58028,Bihpuriagaon,Assam,27.01718,93.91673
58029,Bihar Sharif,Bihar,25.20084,85.52389
58030,Bihariganj,Bihar,25.73415,86.98837
58031,Vijayapura,Karnataka,16.82442,75.71537
58032,Bijapur,Chhattisgarh,18.84322,80.7761
58033,Bijbehara,Jammu and Kashmir,33.79378,75.107
58034,Bijni,Assam,26.49588,90.70298
58035,Bijnor,Uttar Pradesh,29.41667,78.51667
58036,Bijrauni,Madhya Pradesh,24.93296,77.64352
58038,Bijawar,Madhya Pradesh,24.62351,79.48994
58039,Bikramganj,Bihar,25.21073,84.25508
58040,Bilariaganj,Uttar Pradesh,26.19593,83.2269
58041,Bilaspur,Himachal Pradesh,31.33027,76.75663
58042,Bilgi,Karnataka,16.34714,75.61804
58043,Bilgram,Uttar Pradesh,27.17509,80.03201
58044,Bilhaur,Uttar Pradesh,26.84345,80.06388
58045,Bilimora,Gujarat,20.76957,72.96134
58046,Bilkha,Gujarat,21.4415,70.60063
58047,Biloli,Maharashtra,18.77385,77.72463
58048,Bilsanda,Uttar Pradesh,28.24341,79.95135
58049,Bilsi,Uttar Pradesh,28.12941,78.9109
58050,Bilthra,Uttar Pradesh,26.12705,83.89148
58051,Bilara,Rajasthan,26.18067,73.7055
58052,Bilari,Uttar Pradesh,28.62146,78.80361
58053,Bilasipara,Assam,26.23285,90.2341
58054,Bilaspur,Haryana,30.3045,77.30424
58055,Bilaspur,Chhattisgarh,22.38333,82.13333
58057,Bindki,Uttar Pradesh,26.03613,80.57617
58058,Binka,Odisha,21.02626,83.81197
58059,Birbhaddar,,30.0712,78.28189
58060,Birmitrapur,Odisha,22.4,84.76667
58061,Birur,Karnataka,13.59723,75.97167
58062,Bisauli,Uttar Pradesh,28.30772,78.93678
58063,Bisenda Buzurg,Uttar Pradesh,25.4035,80.61889
58064,Bishnupur,Manipur,24.60769,93.77998
58065,Bishnah,Jammu and Kashmir,32.6106,74.85557
58066,Bishunpur Urf Maharajganj,Uttar Pradesh,26.25914,83.11643
58067,Bissau,Rajasthan,28.24737,75.07666
58068,Biswan,Uttar Pradesh,27.49581,80.99618
58069,Bithur,Uttar Pradesh,26.60664,80.27098
58070,Bobbili,Andhra Pradesh,18.57366,83.35925
58071,Bodhan,Telangana,18.66208,77.88581
58072,Bodinayakkanur,Tamil Nadu,10.01171,77.34976
58073,Bodri,Madhya Pradesh,23.16524,81.43262
58074,Boisar,Maharashtra,19.80362,72.75598
58075,Bokajan,Assam,26.02131,93.77945
58076,Bokaro,Jharkhand,23.68562,85.99026
58077,Bokakhat,Assam,26.64018,93.60052
58079,Bolanikhodan,Odisha,22.11312,85.33645
58080,Bomdila,Arunachal Pradesh,27.26475,92.42472
58081,Bongaigaon,Assam,26.4603,90.6464
58083,Borkhera,Rajasthan,25.52115,75.64028
58084,Borsad,Gujarat,22.40788,72.89817
58085,Botad,Gujarat,22.16917,71.66671
58086,Brahmapur,Odisha,19.31151,84.7929
58087,Brajarajnagar,Odisha,21.81667,83.91667
58088,Budaun,Uttar Pradesh,28.11667,78.98333
58089,Bodh Gaya,Bihar,24.69808,84.9869
58090,Budhlada,Punjab,29.92799,75.56205
58091,Budhana,Uttar Pradesh,29.28805,77.47534
58092,Buguda,Odisha,19.80806,84.79084
58093,Bulandshahr,Uttar Pradesh,28.41667,77.83333
58094,Buldana,Maharashtra,20.58333,76.41667
58096,Burhanpur,Madhya Pradesh,21.31,76.23
58097,Burhar,Madhya Pradesh,23.21494,81.53204
58099,Burla,Odisha,21.50976,83.87259
58100,Buxar,Bihar,25.5,84.1
58101,Byndoor,Karnataka,13.86667,74.63333
58102,Byadgi,Karnataka,14.67325,75.4868
58103,Babai,Madhya Pradesh,22.70256,77.93494
58104,Babra,Gujarat,21.84577,71.30544
58105,Badami,Karnataka,15.91495,75.67683
58106,Bagh,Madhya Pradesh,22.35905,74.79052
58107,Bagepalli,Karnataka,13.78338,77.79667
58109,Bagha Purana,Punjab,30.68809,75.09838
58111,Bagli,Madhya Pradesh,22.64124,76.34877
58112,Bah,Uttar Pradesh,26.86912,78.59385
58113,Bajna,Uttar Pradesh,27.89793,77.67836
58114,Baleshwar,Odisha,21.5,86.75
58115,Bali,Rajasthan,25.19725,73.29117
58116,Balotra,Rajasthan,25.83242,72.24
58117,Balugaon,Odisha,20.17838,85.11327
58118,Balachor,Punjab,31.06062,76.30166
58119,Balaghat,Madhya Pradesh,21.96667,80.33333
58120,Balapur,Telangana,17.31018,78.49969
58121,Balapur,Maharashtra,20.66612,76.77386
58122,Bamor Kalan,Madhya Pradesh,24.89298,78.15105
58123,Banapur,Odisha,19.77889,85.17033
58124,Banda,Uttar Pradesh,25.5,80.5
58125,Bandikui,Rajasthan,27.05087,76.57325
58126,Bangarmau,Uttar Pradesh,26.8912,80.21149
58128,Banki,Odisha,20.37912,85.52953
58129,Banposh,Odisha,22.24834,84.81044
58130,Bansdih,Uttar Pradesh,25.88377,84.21827
58131,Bansgaon,Uttar Pradesh,26.55032,83.34503
58132,Bansi,Uttar Pradesh,27.17749,82.93442
58133,Banswada,Telangana,18.37725,77.88007
58134,Banswara,Rajasthan,23.54109,74.4425
58135,Bantva,Gujarat,21.48815,70.07576
58136,Banavar,Karnataka,13.41029,76.16314
58137,Bapatla,Andhra Pradesh,15.90422,80.46743
58138,Bara Banki,Uttar Pradesh,26.93864,81.3274
58139,Baramula,Jammu and Kashmir,34.19287,74.3692
58140,Bardoli,Gujarat,21.12297,73.11151
58141,Barh,Bihar,25.48339,85.70928
58142,Bari,Rajasthan,26.64661,77.61634
58143,Barmer,Rajasthan,25.75,71.5
