id,name,state_code,latitude,longitude
132023,Gummidipundi,Tamil Nadu,13.40765,80.10879
132024,Guna,Madhya Pradesh,24.55464,77.20082
132025,Gundlupet,Karnataka,11.81004,76.69027
132026,Gunnaur,Uttar Pradesh,28.23995,78.43994
132027,Guntakal Junction,Andhra Pradesh,15.17112,77.36244
132028,Guntur,Andhra Pradesh,16.29974,80.45729
132030,Gunupur,Odisha,19.0804,83.80879
132031,Gurdaspur,Punjab,31.92,75.27
132032,Gurgaon,Haryana,28.43891,77.00592
132033,Gurh,Madhya Pradesh,24.50265,81.50037
132034,Gurmatkal,Karnataka,16.86773,77.39088
132035,Gursahaiganj,Uttar Pradesh,27.11518,79.73174
132036,Gursarai,Uttar Pradesh,25.61677,79.18053
132037,Guru Har Sahai,Punjab,30.70862,74.40407
132038,Guruvayur,Kerala,10.5943,76.0411
132039,Guwahati,Assam,26.1844,91.7458
132040,Gwalior,Madhya Pradesh,26.22983,78.17337
132041,Gyalshing,Sikkim,27.28952,88.25764
132042,Gyanpur,Uttar Pradesh,25.33268,82.46637
132043,Gadarwara,Madhya Pradesh,22.9235,78.7849
132045,Gandhi Nagar,Tamil Nadu,13.00639,80.25417
132046,Gandhidham,Gujarat,23.08333,70.13333
132048,Gidam,Chhattisgarh,18.97431,81.39894
132050,Guduvancheri,Tamil Nadu,12.84519,80.06055
132051,Gudur,Andhra Pradesh,14.15093,79.8521
132052,Gudur,Telangana,17.49174,78.82302
132053,Hadagalli,Karnataka,15.02048,75.93185
132054,Hadgaon,Maharashtra,19.49552,77.65863
132055,Hailakandi,Assam,24.5017,92.60069
132057,Haldaur,Uttar Pradesh,29.28988,78.28437
132058,Haldwani,,29.22254,79.5286
132059,Haliyal,Karnataka,15.32864,74.75638
132060,Halvad,Gujarat,23.01516,71.18029
132061,Hampi,Karnataka,15.3352,76.4603
132062,Hamirpur,Uttar Pradesh,25.75,80.0
132063,Hamirpur,Himachal Pradesh,31.75,76.5
132064,Handia,Uttar Pradesh,25.36379,82.18655
132065,Hansot,Gujarat,21.58496,72.80764
132066,Hanumangarh,Rajasthan,29.11,74.6
132068,Haraiya,Uttar Pradesh,26.79477,82.46436
132069,Harbatpur,,30.43863,77.74058
132070,Harda,Madhya Pradesh,22.23406,76.96431
132071,Harda Khas,Madhya Pradesh,22.34414,77.09536
132072,Hardoi,Uttar Pradesh,27.41667,80.25
132074,Harduaganj,Uttar Pradesh,27.94361,78.15789
132075,Haridwar,,29.94791,78.16025
132076,Harihar,Karnataka,14.51288,75.80716
132077,Hariana,Punjab,31.63512,75.83887
132078,Harnai,Maharashtra,17.8134,73.09668
132079,Harpanahalli,Karnataka,14.78766,75.98863
132080,Harpalpur,Madhya Pradesh,25.28773,79.33279
132081,Harrai,Madhya Pradesh,22.61428,79.22207
132082,Harsud,Madhya Pradesh,22.09947,76.73423
132083,Harur,Tamil Nadu,12.05267,78.48023
132084,Hasanpur,Haryana,27.96944,77.49544
132085,Hasanpur,Uttar Pradesh,28.72249,78.28436
132086,Hassan,Karnataka,12.95,76.08333
132087,Hastinapur,Uttar Pradesh,29.16042,78.00762
132088,Hatta,Madhya Pradesh,24.13406,79.60119
132089,Haveri,Karnataka,14.73732,75.41062
132090,Hayuliang,Arunachal Pradesh,28.07301,96.54305
132091,Hazaribagh,Jharkhand,23.99241,85.36162
132092,Hazaribag,Jharkhand,24.0,85.25
132093,Heggadadevankote,Karnataka,12.08809,76.32957
132094,Hesla,Jharkhand,24.06313,85.87905
132095,Hilsa,Bihar,25.31642,85.28234
132096,Himatnagar,Gujarat,23.59893,72.96602
132097,Hindaun,Rajasthan,26.73411,77.03519
132098,Hindoria,Madhya Pradesh,23.90345,79.56861
132099,Hindupur,Andhra Pradesh,13.82807,77.49143
132100,Hinganghat,Maharashtra,20.54875,78.83978
132101,Hingoli,Maharashtra,19.7,77.15
132102,Hinjilikatu,Odisha,19.48166,84.74489
132103,Hirekerur,Karnataka,14.45506,75.3952
132104,Hiriyur,Karnataka,13.94455,76.61723
132105,Hiranagar,Jammu and Kashmir,32.45493,75.27187
132106,Hisar,Haryana,29.15394,75.72294
132107,Hisua,Bihar,24.8336,85.41729
132109,Hodal,Haryana,27.89196,77.36744
132110,Hojai,Assam,26.00281,92.85605
132111,Holalkere,Karnataka,14.04295,76.18496
132112,Hole Narsipur,Karnataka,12.78635,76.24331
132113,Homnabad,Karnataka,17.77074,77.12519
132114,Honnali,Karnataka,14.23976,75.64507
132115,Honavar,Karnataka,14.28088,74.44497
132117,Hosanagara,Karnataka,13.91387,75.06503
132118,Hosangadi,Karnataka,13.69756,74.95427
132119,Hosdurga,Karnataka,13.79631,76.28408
132120,Hoshangabad,Madhya Pradesh,22.58827,77.98887
132122,Hoshiarpur,Punjab,31.53723,75.91269
132123,Hoskote,Karnataka,13.0707,77.79814
132124,Hospet,Karnataka,15.26954,76.3871
132125,Hosur,Tamil Nadu,12.73647,77.83264
132126,Howli,Assam,26.42237,90.98004
132127,Hubballi,Karnataka,15.34776,75.13378
132128,Hukeri,Karnataka,16.23082,74.60244
132129,Hungund,Karnataka,16.06213,76.0586
132130,Hunsur,Karnataka,12.30359,76.29275
132131,Husainabad,Jharkhand,24.52849,84.0
132132,Hyderabad,Telangana,17.38405,78.45636
132134,Haflong,Assam,25.16478,93.01744
132135,Hajan,Jammu and Kashmir,34.29895,74.61681
132136,Hajipur,Punjab,31.97714,75.75438
132137,Hajo,Assam,26.2452,91.52525
132138,Hajipur,Bihar,25.68544,85.20981
132139,Halol,Gujarat,22.50321,73.47242
132140,Hangal,Karnataka,14.76465,75.1246
132141,Hansi,Haryana,29.10239,75.96253
132142,Hapur,Uttar Pradesh,28.72985,77.78068
132143,Harij,Gujarat,23.69356,71.907
132144,Hathras,Uttar Pradesh,27.59551,78.05201
132145,Hatod,Madhya Pradesh,22.79378,75.73928
132146,Hata,Uttar Pradesh,26.7412,83.74526
132148,Hirakud,Odisha,21.52502,83.87275
132149,Hirapur Hamesha,Maharashtra,21.55546,79.78581
132150,Ichalkaranji,Maharashtra,16.69117,74.46054
132151,Ichchapuram,Andhra Pradesh,19.11393,84.68721
132152,Ichhawar,Madhya Pradesh,23.02816,77.01729
132153,Idappadi,Tamil Nadu,11.58624,77.83891
132154,Idukki,Kerala,10.0,77.0
132155,Igatpuri,Maharashtra,19.69522,73.5626
132156,Iglas,Uttar Pradesh,27.711,77.93967
132157,Ikauna,Uttar Pradesh,27.53097,81.96917
132158,Iklehra,Madhya Pradesh,23.14667,76.39044
132159,Ilampillai,Tamil Nadu,11.60659,78.00676
132160,Ilkal,Karnataka,15.95923,76.11351
132161,Iluppur,Tamil Nadu,10.51347,78.62357
132162,Imphal East,Manipur,24.7911,93.9348
132163,Inda Chhoi,Haryana,29.64042,75.79041
132164,Indergarh,Uttar Pradesh,26.93521,79.6712
132165,Indi,Karnataka,17.17735,75.9526
132166,Indore,Madhya Pradesh,22.66667,75.75
132167,Indri,Haryana,29.87999,77.05972
132168,Indapur,Maharashtra,18.3,73.25
132169,Injambakkam,Tamil Nadu,12.9162,80.2488
132170,Iringal,Kerala,11.55929,75.61663
132171,Irinjalakuda,Kerala,10.34238,76.21124
132172,Irugur,Tamil Nadu,11.01782,77.06285
132173,Islamnagar,Uttar Pradesh,28.32896,78.72524
132174,Islampur,Bihar,25.14075,85.20587
132175,Isagarh,Madhya Pradesh,24.83906,77.88274
132176,Itaunja,Uttar Pradesh,27.08347,80.89672
132177,Itimadpur,Uttar Pradesh,27.23541,78.19829
132178,Itanagar,Arunachal Pradesh,27.08694,93.60987
132179,Itarsi,Madhya Pradesh,22.61477,77.76222
132180,Iawar,Madhya Pradesh,23.00943,76.5007
132181,Jabalpur,Madhya Pradesh,23.16,79.95
132182,Jagalur,Karnataka,14.51957,76.33915
132183,Jagannathpur,Jharkhand,22.22115,85.63917
132185,Jagatsinghpur,Odisha,20.2,86.3
132186,Jagdalpur,Chhattisgarh,19.08136,82.02131
132187,Jagdishpur,Uttar Pradesh,26.74967,80.5451
132188,Jagdispur,Bihar,25.46811,84.41939
132189,Jaggayyapeta,Andhra Pradesh,16.8938,80.09807
132191,Jagnair,Uttar Pradesh,26.8636,77.60231
132192,Jagraon,Punjab,30.78783,75.47391
132193,Jagtial,Telangana,18.79473,78.91661
132194,Jagadhri,Haryana,30.16719,77.30367
132195,Jahangirpur,Uttar Pradesh,28.17919,77.70501
132196,Jahangirabad,Uttar Pradesh,28.40549,78.10588
132197,Jahanabad,Uttar Pradesh,28.63025,79.71818
132198,Jahanabad,Bihar,25.21368,84.9871
132199,Jahazpur,Rajasthan,25.61994,75.27609
132200,Jainpur,Uttar Pradesh,26.15389,83.33505
132201,Jaipur,Rajasthan,27.0,76.0
132202,Jais,Uttar Pradesh,26.2649,81.54855
132203,Jaisalmer,Rajasthan,26.99382,71.00889
132204,Jaisinghnagar,Madhya Pradesh,23.68582,81.39085
132205,Jaisingpur,Maharashtra,16.77639,74.55361
132206,Jaithari,Madhya Pradesh,23.20856,78.61487
132207,Jaito,Punjab,30.45126,74.89189
132208,Jaitaran,Rajasthan,26.20446,73.93676
132209,Jajpur,Odisha,20.84149,86.31237
132210,Jalakandapuram,Tamil Nadu,11.69779,77.87298
132211,Jalandhar,Punjab,31.41667,75.61667
132212,Jalesar,Uttar Pradesh,27.47315,78.3031
132213,Jaleshwar,Odisha,21.80176,87.2225
132214,Jalgaon,Maharashtra,21.00292,75.56602
132215,Jalgaon Jamod,Maharashtra,21.05194,76.53464
132216,Jalna,Maharashtra,19.8,75.9
132217,Jalor,Rajasthan,25.34558,72.61559
132218,Jalore,Rajasthan,25.08,72.29
132219,Jalalpur,Gujarat,20.94896,72.89829
132220,Jalalpur,Uttar Pradesh,26.31162,82.73859
132221,Jalalabad,Uttar Pradesh,29.61853,77.43908
132223,Jalalabad,Punjab,30.60622,74.25727
132224,Jalali,Uttar Pradesh,27.8668,78.25267
132225,Jalarpet,Tamil Nadu,12.57025,78.57318
132226,Jambusar,Gujarat,22.05236,72.80074
132227,Jamkhandi,Karnataka,16.50461,75.29146
132228,Jammalamadugu,Andhra Pradesh,14.84677,78.38314
132229,Jammu,Jammu and Kashmir,32.75,74.83333
132230,Jamnagar,Gujarat,22.47292,70.06673
132231,Jamshedpur,Jharkhand,22.80278,86.18545
132232,Jamtara,Jharkhand,24.0,86.85
132233,Jamui,Bihar,24.92082,86.17538
132234,Jamalpur,Bihar,25.31258,86.48888
132236,Jandiala,Punjab,31.1593,75.61755
132237,Jandiala Guru,Punjab,31.56198,75.0277
132238,Jangaon,Telangana,17.72602,79.15236
132240,Janjgir-Champa,Chhattisgarh,21.9,82.7
132241,Jaora,Madhya Pradesh,23.63783,75.12711
132242,Jarwal,Uttar Pradesh,27.1629,81.54179
132243,Jasdan,Gujarat,22.03709,71.20794
132244,Jashpur,Chhattisgarh,22.78495,83.84573
132245,Jashpurnagar,Chhattisgarh,22.88783,84.13864
132246,Jasidih,Jharkhand,24.51379,86.64576
132247,Jaspur,,29.27919,78.82798
132248,Jasrana,Uttar Pradesh,27.23587,78.65244
132249,Jaswantnagar,Uttar Pradesh,26.88271,78.90256
132250,Jatani,Odisha,20.15975,85.70742
132251,Jatara,Madhya Pradesh,25.00964,79.04869
132252,Jaunpur,Uttar Pradesh,25.75,82.75
132253,Jaurian,Jammu and Kashmir,32.83255,74.57612
132254,Jawhar,Maharashtra,19.91213,73.22679
132255,Jawala Mukhi,Himachal Pradesh,31.87456,76.32013
132256,Jayamkondacholapuram,Tamil Nadu,11.21266,79.36369
132257,Jayashankar Bhupalapally,Telangana,18.19678,79.93976
132258,Jaynagar,Bihar,26.59048,86.13791
132259,Jehanabad,Bihar,25.20701,84.99573
132260,Jejuri,Maharashtra,18.27658,74.16008
132261,Jetalsar,Gujarat,21.70891,70.57695
132262,Jetpur,Gujarat,21.75482,70.62347
132263,Jevargi,Karnataka,17.01394,76.77317
132264,Jewar,Uttar Pradesh,28.122,77.55734
132265,Jeypore,Odisha,18.8563,82.5716
132266,Jhajjar,Haryana,28.6063,76.6565
132267,Jhanjharpur,Bihar,26.26467,86.27993
132268,Jharia,Jharkhand,23.74079,86.41456
132269,Jharsuguda,Odisha,21.85531,84.00698
132270,Jharsuguda District,Odisha,21.85,84.0
132271,Jhinjhana,Uttar Pradesh,29.52118,77.2247
132272,Jhulasan,Gujarat,23.3286,72.47314
132273,Jhunjhunun,Rajasthan,28.12559,75.39797
132274,Jha-Jha,Bihar,24.77107,86.37888
132275,Jhabua,Madhya Pradesh,22.76772,74.59087
132276,Jhalrapatan,Rajasthan,24.54205,76.17242
132277,Jhalu,Uttar Pradesh,29.33609,78.22608
132278,Jhalawar,Rajasthan,24.59633,76.16499
132279,Jhansi,Uttar Pradesh,25.5,78.5
132280,Jhinjhak,Uttar Pradesh,26.56093,79.73423
132281,Jhusi,Uttar Pradesh,25.43745,81.9055
132282,Jintur,Maharashtra,19.61186,76.6874
132283,Jobat,Madhya Pradesh,22.41599,74.56828
132284,Jobner,Rajasthan,26.97257,75.38752
132285,Jodhpur,Gujarat,21.90174,70.0327
132286,Jodhpur,Rajasthan,26.75,72.75
132287,Jodiya Bandar,Gujarat,22.71667,70.28333
132288,Jogbani,Bihar,26.39905,87.26525
132289,Jogindarnagar,Himachal Pradesh,31.98727,76.78906
132290,Jogulamba Gadwal,Telangana,16.23401,77.80564
132291,Jogighopa,Assam,26.22646,90.57247
132293,Jorethang,Sikkim,27.10696,88.32332
132294,Jorhat,Assam,26.8,94.26
132296,Joshimath,,30.55543,79.56436
132297,Jua,Goa,15.5307,73.95047
132298,Jubbal,Himachal Pradesh,31.10923,77.65085
132299,Jugsalai,Jharkhand,22.77668,86.18351
132300,Jumri Tilaiya,Jharkhand,24.4349,85.52951
132301,Junnar,Maharashtra,19.20815,73.8752
132302,Jutogh,Himachal Pradesh,31.1,77.11667
132303,Jyotiba Phule Nagar,Uttar Pradesh,28.7716,78.33871
132305,Jakhal,Haryana,29.79627,75.82392
132306,Jalaun,Uttar Pradesh,26.0,79.5
132308,Jamadoba,Jharkhand,23.71667,86.4
132309,Jamai,Madhya Pradesh,22.19644,78.59191
132312,Janjgir,Chhattisgarh,22.00922,82.5778
132313,Jansath,Uttar Pradesh,29.32502,77.85044
132314,Jawad,Madhya Pradesh,24.59916,74.86261
132315,Jind,Haryana,29.31577,76.31502
132316,Jiran,Madhya Pradesh,24.30871,74.89087
132317,Junagadh,Gujarat,21.25,70.33333
132318,Junagarh,Chhattisgarh,19.85993,82.93385
132319,Kabeerdham,Chhattisgarh,22.1,81.2
132320,Kabrai,Uttar Pradesh,25.40281,79.9997
132321,Kachchh,Gujarat,23.58333,70.0
132322,Kachhwa,Uttar Pradesh,25.20615,82.71442
132323,Kadakkavoor,Kerala,8.67921,76.76714
132324,Kadambur,Tamil Nadu,8.99739,77.86191
132325,Kadaura,Uttar Pradesh,25.98537,79.83842
132326,Kadayanallur,Tamil Nadu,9.07277,77.34152
132327,Kadi,Gujarat,23.29908,72.33362
132328,Kadiri,Andhra Pradesh,14.11168,78.15982
132329,Kadod,Gujarat,21.21717,73.21972
132330,Kadur,Karnataka,13.55285,76.01164
132331,Kagaznagar,Telangana,19.33159,79.46605
132332,Kaikalur,Andhra Pradesh,16.55154,81.214
132333,Kailaras,Madhya Pradesh,26.30498,77.616
132334,Kailashahar,Tripura,24.33199,92.00391
132335,Kaimganj,Uttar Pradesh,27.55441,79.33525
132336,Kaimori,Madhya Pradesh,23.38465,79.7442
132337,Kaimur District,Bihar,25.05077,83.58261
132338,Kaintragarh,Odisha,20.72115,84.53514
132339,Kairana,Uttar Pradesh,29.39541,77.2054
132340,Kaithal,Haryana,29.80153,76.39959
132341,Kakching,Manipur,24.4982,93.98126
132342,Kakrala,Uttar Pradesh,27.89269,79.1945
132343,Kalakkadu,Tamil Nadu,8.5138,77.54944
132344,Kalamassery,Kerala,10.0614,76.32631
132345,Kalamb,Maharashtra,19.04437,73.95554
132346,Kalamnuri,Maharashtra,19.67386,77.31149
132347,Kalanaur,Punjab,32.01227,75.15063
132348,Kalas,Maharashtra,18.17241,74.79045
132349,Kalavai,Tamil Nadu,12.77029,79.41999
132350,Kalavoor,Kerala,9.57046,76.32756
132351,Kalghatgi,Karnataka,15.18315,74.97099
132352,Kallakkurichchi,Tamil Nadu,11.7404,78.959
132353,Kallidaikurichi,Tamil Nadu,8.68591,77.46592
132354,Kallupatti,Tamil Nadu,9.71667,77.86667
132355,Kalmeshwar,Maharashtra,21.23219,78.91988
132356,Kalpetta,Kerala,11.60871,76.08343
132357,Kalugumalai,Tamil Nadu,9.14941,77.70569
132358,Kalyandurg,Andhra Pradesh,14.54519,77.10552
132359,Kalyan,Maharashtra,19.2437,73.13554
132360,Kalanaur,Haryana,28.82823,76.3955
132361,Kamalganj,Uttar Pradesh,27.26181,79.63134
132362,Kamalpur,Tripura,24.19593,91.83438
132363,Kamareddy,Telangana,18.32567,78.33416
132364,Kampil,Uttar Pradesh,27.61268,79.27687
132365,Kampli,Karnataka,15.40626,76.60013
132366,Kamrup Metropolitan,Assam,26.05375,92.00763
132367,Kamuthi,Tamil Nadu,9.40732,78.37337
132368,Kanadukattan,Tamil Nadu,10.17209,78.77935
132369,Kancheepuram,Tamil Nadu,12.67,79.99
132370,Kanchipuram,Tamil Nadu,12.83515,79.70006
132371,Kandhamal,Odisha,20.3,84.0
132372,Kandukur,Andhra Pradesh,15.21542,79.9039
132373,Kangayam,Tamil Nadu,11.00599,77.5609
132374,Kanigiri,Andhra Pradesh,15.40555,79.50694
132375,Kankauli,Maharashtra,16.26609,73.71217
132376,Kankipadu,Andhra Pradesh,16.4353,80.76715
132377,Kannad,Maharashtra,20.25684,75.13786
132378,Kannauj,Uttar Pradesh,27.0177,79.67846
132379,Kannavam,Kerala,11.8445,75.66266
132380,Kanniyakumari,Tamil Nadu,8.32,77.34
132382,Kannod,Madhya Pradesh,22.66764,76.74286
132383,Kannur,Kerala,12.16667,75.33333
132384,Kanpur,Uttar Pradesh,26.46523,80.34975
132385,Kanpur Dehat,Uttar Pradesh,26.41506,79.98957
132386,Kantilo,Odisha,20.36152,85.19212
132387,Kantabanji,Odisha,20.46709,82.92042
132388,Kanuru,Andhra Pradesh,16.28584,81.25464
132389,Kanina Khas,Haryana,28.33093,76.31099
132390,Kapadvanj,Gujarat,23.02302,73.07113
132392,Kapurthala,Punjab,31.38011,75.38105
132393,Karambakkudi,Tamil Nadu,10.45866,79.14101
132394,Karamsad,Gujarat,22.54243,72.90392
132395,Karanpur,Rajasthan,29.84042,73.45519
132396,Karauli,Rajasthan,26.58,77.1
132397,Kareli,Madhya Pradesh,22.91533,79.06378
132398,Karera,Madhya Pradesh,25.45815,78.13583
132399,Kargil,Ladakh,34.55765,76.12622
132400,Karhal,Uttar Pradesh,27.00089,78.93935
132401,Kariapatti,Tamil Nadu,9.67505,78.09992
132402,Karimganj,Assam,24.6,92.4
132403,Karjat,Maharashtra,18.9107,73.32354
132404,Karmala,Maharashtra,18.4077,75.19386
132405,Karnal,Haryana,29.66667,76.83333
132406,Karol Bagh,Delhi,28.65136,77.19072
132407,Karrapur,Madhya Pradesh,23.94891,78.86584
132408,Kartarpur,Punjab,31.44268,75.49847
132409,Karumbakkam,Tamil Nadu,12.70203,80.0911
132410,Karur,Tamil Nadu,10.95771,78.08095
132411,Karwar,Karnataka,14.81361,74.12972
132412,Karad,Maharashtra,17.28937,74.18183
132413,Karari,Uttar Pradesh,25.45241,81.42675
132415,Karimnagar,Telangana,18.33844,79.22938
132416,Kasauli,Himachal Pradesh,30.89856,76.96587
132417,Kasba,Bihar,25.85643,87.53836
132418,Kashipur,,29.21399,78.95693
132419,Kasrawad,Madhya Pradesh,22.12745,75.61101
132420,Katangi,Madhya Pradesh,21.77369,79.80513
132421,Katghora,Chhattisgarh,22.50247,82.54279
132422,Kathua,Jammu and Kashmir,32.58333,75.5
132423,Katihar,Bihar,25.5,87.6
132424,Katni,Madhya Pradesh,23.83555,80.39417
132425,Katpur,Gujarat,21.05869,71.79457
132426,Katra,Uttar Pradesh,27.50871,82.02636
132427,Katra,Jammu and Kashmir,32.99167,74.93195
132428,Kattanam,Kerala,9.17614,76.56325
132429,Kattivakkam,Tamil Nadu,13.21667,80.31667
132430,Kaushambi District,Uttar Pradesh,25.53074,81.37729
132431,Kavalur,Karnataka,15.28829,75.9433
132432,Kavaratti,Lakshadweep,10.56688,72.64203
132433,Kawardha,Chhattisgarh,22.00853,81.23148
132434,Kawant,Gujarat,22.09282,74.05078
132435,Kayalpattinam,Tamil Nadu,8.57143,78.11992
132436,Kayattar,Tamil Nadu,8.94834,77.77424
132437,Keelakarai,Tamil Nadu,9.23183,78.78545
132438,Kekri,Rajasthan,25.97132,75.14992
132439,Kelamangalam,Tamil Nadu,12.60307,77.85193
132440,Kemri,Uttar Pradesh,28.80673,79.2048
132441,Kendrapara,Odisha,20.5,86.5
132443,Kenduadih,Jharkhand,23.77574,86.37609
132444,Kendujhar,Odisha,21.5,85.5
132445,Kerur,Karnataka,16.01384,75.54631
132446,Keshod,Gujarat,21.30328,70.24861
132447,Keshorai Patan,Rajasthan,25.29275,75.93948
132448,Kesinga,Odisha,20.18778,83.21949
132449,Khada,Uttar Pradesh,27.18333,83.88333
132450,Khadki,Maharashtra,18.5635,73.85205
132451,Khagaria,Bihar,25.5022,86.46708
132452,Khagaul,Bihar,25.57898,85.04564
132453,Khailar,Madhya Pradesh,25.34127,78.53133
132454,Khair,Uttar Pradesh,27.94195,77.84243
132455,Khairabad,Uttar Pradesh,27.52698,80.75461
132456,Khairagarh,Chhattisgarh,21.41859,80.97942
132457,Khajuraho Group of Monuments,Madhya Pradesh,24.84809,79.93351
132458,Khallikot,Odisha,19.60908,85.08609
132459,Khalilabad,Uttar Pradesh,26.77268,83.07179
132460,Khamaria,Madhya Pradesh,23.22558,79.88007
132462,Khambhat,Gujarat,22.31744,72.61916
132463,Khamharia,Chhattisgarh,20.976,82.25116
132464,Khammam,Telangana,17.5,80.33333
132465,Khamanon,Punjab,30.81725,76.35478
132466,Khandela,Rajasthan,27.60499,75.502
132467,Khandwa,Madhya Pradesh,21.82427,76.35086
132469,Khanna,Punjab,30.70547,76.22196
132470,Kharagpur,Bihar,25.12446,86.55578
132471,Kharakvasla,Maharashtra,18.43997,73.77545
132472,Kharar,Punjab,30.74632,76.64689
132473,Kharela,Uttar Pradesh,25.54277,79.81235
132474,Khargone,Madhya Pradesh,21.82306,75.61028
132475,Khargupur,Uttar Pradesh,27.37611,81.9882
132476,Khargapur,Madhya Pradesh,24.823,79.144
132477,Kharhial,Odisha,20.28845,82.7606
132478,Kharkhauda,Haryana,28.8787,76.91069
132479,Kharkhauda,Uttar Pradesh,28.83644,77.74159
132480,Kharod,Chhattisgarh,21.7442,82.5788
132481,Kharsia,Chhattisgarh,21.98953,83.10476
132482,Kharsawan,Jharkhand,22.79093,85.83102
132483,Khatauli,Uttar Pradesh,29.27844,77.73302
132484,Khatima,,28.92134,79.97075
132485,Khaur,Jammu and Kashmir,32.6027,74.80918
132486,Khawhai,Mizoram,23.37807,93.12797
132487,Khed,Maharashtra,17.71888,73.39693
132488,Kheda,Gujarat,22.75,72.83333
132489,Khedbrahma,Gujarat,24.0299,73.04632
132490,Khekra,Uttar Pradesh,28.86586,77.2841
132491,Khemkaran,Punjab,31.14443,74.55938
132492,Kheri,Uttar Pradesh,28.11667,80.71667
132493,Kheri Sampla,Haryana,28.7781,76.7756
132494,Kheralu,Gujarat,23.88534,72.61869
132495,Khetia,Maharashtra,21.67124,74.58535
132496,Khetri,Rajasthan,28.00069,75.78644
132497,Khilchipur,Madhya Pradesh,24.03943,76.578
132498,Khirkiyan,Madhya Pradesh,22.16732,76.86137
132499,Khonsa,Arunachal Pradesh,27.01667,95.56667
132500,Khopoli,Maharashtra,18.78562,73.34589
132501,Khordha,Odisha,20.2,85.6
132502,Khowai,Tripura,24.07964,91.59972
132503,Khudaganj,Uttar Pradesh,28.14607,79.71472
132504,Khujner,Madhya Pradesh,23.78597,76.61773
132505,Khuldabad,Maharashtra,20.00671,75.19245
132506,Khunti,Jharkhand,23.07602,85.27818
132507,Khurai,Madhya Pradesh,24.04372,78.33014
132508,Khurda,Odisha,20.18268,85.61629
132509,Khurja,Uttar Pradesh,28.25382,77.85535
132510,Khusropur,Bihar,25.48174,85.38492
132511,Khachrod,Madhya Pradesh,23.42322,75.28185
132512,Khaga,Uttar Pradesh,25.77215,81.10393
132513,Khamgaon,Maharashtra,20.70738,76.56827
132514,Khanpur,Uttar Pradesh,28.53446,78.06546
132515,Khanpur,Rajasthan,24.73241,76.39601
132516,Khanapur,Karnataka,15.63969,74.50847
132517,Khapa,Maharashtra,21.42243,78.98168
132518,Kharupatia,Assam,26.51839,92.14722
132519,Khategaon,Madhya Pradesh,22.59573,76.9133
132520,Khutar,Uttar Pradesh,28.20307,80.27046
132521,Kichha,,28.91154,79.52009
132522,Kilvelur,Tamil Nadu,10.76721,79.74186
132523,Kinnaur,Himachal Pradesh,31.58333,78.41667
132524,Kinwat,Maharashtra,19.62557,78.1987
132525,Kirandul,Chhattisgarh,18.63649,81.25827
132526,Kiraoli,Uttar Pradesh,27.13768,77.78516
132527,Kiri Buru,Odisha,22.08333,85.35
132528,Kirakat,Uttar Pradesh,25.63745,82.91596
132529,Kishanganj,Bihar,26.3,88.0
132530,Kishangarh,Rajasthan,26.59006,74.85397
132531,Kishanpur,Uttar Pradesh,25.64232,81.0227
132532,Kishni,Uttar Pradesh,27.02487,79.262
132533,Kishtwar,Jammu and Kashmir,33.52958,76.01462
132535,Kithor,Uttar Pradesh,28.86684,77.93861
132536,Kizhake Chalakudi,Kerala,10.30067,76.33763
132537,Kodagu,Karnataka,12.41667,75.75
132538,Kodaikanal,Tamil Nadu,10.23925,77.48932
132539,Kodala,Odisha,19.62425,84.94075
132540,Kodarma,Jharkhand,24.46753,85.59397
132541,Kodigenahalli,Karnataka,13.72136,77.38629
132542,Kodlipet,Karnataka,12.80087,75.88662
132543,Kodoli,Maharashtra,16.87639,74.1909
132544,Kodumudi,Tamil Nadu,11.07751,77.88363
132545,Kodungallur,Kerala,10.23263,76.19513
132546,Kodar,Telangana,16.9985,79.9656
132547,Kodinar,Gujarat,20.79393,70.70216
132548,Koelwar,Bihar,25.58055,84.79751
132549,Kohima,Nagaland,25.67467,94.11099
132551,Kokrajhar,Assam,26.6,90.2
132552,Kolanukonda,Andhra Pradesh,16.45392,80.61046
132553,Kolar,Karnataka,13.13,78.23
132554,Kolasib,Mizoram,24.22388,92.67869
132556,Kolhapur,Maharashtra,16.69013,74.22981
132558,Kollam,Kerala,8.88113,76.58469
132559,Kollegal,Karnataka,12.15449,77.11051
132561,Kolaras,Madhya Pradesh,25.21928,77.61167
132562,Kombai,Tamil Nadu,9.84745,77.29603
132563,Konanur,Karnataka,12.63016,76.05037
132564,Konch,Uttar Pradesh,25.99451,79.15127
132565,Kondagaon,Chhattisgarh,19.59083,81.664
132566,Kondalwadi,Maharashtra,18.80727,77.77031
132567,Kondapalle,Andhra Pradesh,16.61989,80.54244
132568,Konganapuram,Tamil Nadu,11.57105,77.9004
132569,Konnur,Karnataka,16.20138,74.74886
132570,Konarka,Odisha,19.89758,86.11413
132571,Koothanallur,Tamil Nadu,10.7199,79.5157
132572,Kopargaon,Maharashtra,19.88239,74.47605
132573,Koppa,Karnataka,13.53044,75.36329
132574,Koppal,Karnataka,15.5,76.2
132575,Kopaganj,Uttar Pradesh,26.01923,83.5663
132576,Koradachcheri,Tamil Nadu,10.77019,79.49158
132577,Korampallam,Tamil Nadu,8.77506,78.09158
132578,Koraput,Odisha,19.0,83.0
132579,Koratagere,Karnataka,13.522,77.2373
